paso,desempeno_acoplado,desempeno_acoplado_de,desempeno_desacoplado,desempeno_desacoplado_de
499,0.9970873796964966,0.006042532979762217,1.0,0.0
500,0.9894866972590178,0.009686055829674396,1.0,0.0
501,0.988764500732899,0.01125498696240035,1.0,0.0
502,0.9931456380132708,0.00800476882920159,1.0,0.0
503,0.988630254462393,0.014083132315187312,1.0,0.0
504,0.989448269653498,0.010894831124631452,1.0,0.0
505,0.9931677751600909,0.006281454493194465,1.0,0.0
506,0.9934634281794598,0.007238272613522027,1.0,0.0
507,0.9924130019050502,0.008131921109736397,1.0,0.0
508,0.9928491379111956,0.006275122519585814,1.0,0.0
509,0.9920166898802308,0.007974966725994077,1.0,0.0
510,0.9901336617808193,0.008083768806970745,1.0,0.0
511,0.990601706720887,0.008648644184488111,1.0,0.0
512,0.9926362656284927,0.007998219975603968,1.0,0.0
513,0.9910728236955691,0.00928543223376966,1.0,0.0
514,0.9942123202946346,0.0074351574253726654,1.0,0.0
515,0.996652697184612,0.006159290567898718,1.0,0.0
516,0.9941468372756209,0.006305961773939869,1.0,0.0
517,0.993290306484413,0.007485359796739231,1.0,0.0
518,0.9930516173669591,0.00713271402021914,1.0,0.0
519,0.9927800922045594,0.006942013979646969,1.0,0.0
520,0.9928467928375097,0.007435437194729729,1.0,0.0
521,0.9946152738922048,0.005751903868205642,1.0,0.0
522,0.9903692537687726,0.007942338630139949,1.0,0.0
523,0.9938056192771931,0.006965251054671133,1.0,0.0
524,0.992507333332767,0.008358173950444548,1.0,0.0
525,0.9906490247695438,0.009694547188614006,1.0,0.0
526,0.9950508695807087,0.004987246691791601,1.0,0.0
527,0.9934021058935104,0.006863051104464148,1.0,0.0
528,0.9920741771986155,0.00708917081540779,1.0,0.0
529,0.9963378004125819,0.006151024639087014,1.0,0.0
530,0.9926121823749513,0.006961772594204677,1.0,0.0
531,0.9930951956547299,0.007663423705281315,1.0,0.0
532,0.9919218447948938,0.010048933997581395,1.0,0.0
533,0.9882947693536338,0.008919374362082635,1.0,0.0
534,0.9897022441987778,0.011053870412851878,1.0,0.0
535,0.9910550281790281,0.00752544438416665,1.0,0.0
536,0.991325438488154,0.01151629782877294,1.0,0.0
537,0.9931760707155249,0.007658050970867312,1.0,0.0
538,0.9945837271287523,0.006520070999994353,1.0,0.0
539,0.9936098101024884,0.006541460974520481,1.0,0.0
540,0.9950591220871545,0.007004715502293964,1.0,0.0
541,0.9950229453266975,0.0056992284665994125,1.0,0.0
542,0.9907477500138097,0.010592703321476729,1.0,0.0
543,0.9929543412225262,0.008329159000035193,1.0,0.0
544,0.9904338500793367,0.008124432153982694,1.0,0.0
545,0.9932054784855241,0.0069027491305337614,1.0,0.0
546,0.9922938758363652,0.009544380813732576,1.0,0.0
547,0.9917640638140267,0.009263759439317005,1.0,0.0
548,0.988500509566892,0.012908962858991142,1.0,0.0
549,0.9933946287376957,0.0067383877794329845,1.0,0.0
550,0.9943508680267246,0.006087802178943502,1.0,0.0
551,0.9908481101843103,0.009167729929042188,1.0,0.0
552,0.9934237649014622,0.008867393542346868,1.0,0.0
553,0.9962756731627619,0.006953509974934027,1.0,0.0
554,0.9957699870113667,0.005793720599827503,1.0,0.0
555,0.9943416268629864,0.006629232021259332,1.0,0.0
556,0.9926606817235927,0.007626019260829024,1.0,0.0
557,0.9928115783249051,0.006329969512831043,1.0,0.0
558,0.9893431563762388,0.007714188748854818,1.0,0.0
559,0.9928582179094322,0.009858001025803734,1.0,0.0
560,0.9915483053490882,0.00811491425650555,1.0,0.0
561,0.9955222103872362,0.0056173886679625066,1.0,0.0
562,0.9942679948214334,0.006143268806777224,1.0,0.0
563,0.9932139491094071,0.008194191024050756,1.0,0.0
564,0.9928937139331185,0.008668311478982567,1.0,0.0
565,0.9947303500258338,0.006286801215948194,1.0,0.0
566,0.991378455157501,0.009263611479256681,1.0,0.0
567,0.9889234066278957,0.010741247845764624,1.0,0.0
568,0.992242163542968,0.006375254859514433,1.0,0.0
569,0.9925195819498058,0.008949617076616559,1.0,0.0
570,0.9913199551418721,0.007773958874517767,1.0,0.0
571,0.9918347359474486,0.006949813176142982,1.0,0.0
572,0.9908185010838092,0.008488738608848191,1.0,0.0
573,0.990702243158483,0.010242234087271615,1.0,0.0
574,0.995998658963877,0.008186966442503125,1.0,0.0
575,0.9904938648634447,0.010261042288796724,1.0,0.0
576,0.9939646011868848,0.008307119137771305,1.0,0.0
577,0.9929620099801334,0.008277867093879359,1.0,0.0
578,0.9927227772153676,0.008902839930783408,1.0,0.0
579,0.9904786400564016,0.009388339589831563,1.0,0.0
580,0.9922709389643599,0.0061261241132759044,1.0,0.0
581,0.9909339903415354,0.0061511239391840375,1.0,0.0
582,0.9924015214641856,0.008592435560674553,1.0,0.0
583,0.9936111397319021,0.005779016499672411,1.0,0.0
584,0.9880553991988076,0.009544469163322309,1.0,0.0
585,0.9916696604976195,0.009044082242255983,1.0,0.0
586,0.9924219694969367,0.007863370066866812,1.0,0.0
587,0.994076250588274,0.007146459549259537,1.0,0.0
588,0.99243392403254,0.007364247799063098,1.0,0.0
589,0.9928282460045429,0.008515323732041556,1.0,0.0
590,0.994742811182452,0.007887682397500125,1.0,0.0
591,0.9911814134543643,0.007889070761780796,1.0,0.0
592,0.9929460189962472,0.008415872355437448,1.0,0.0
593,0.9921854190828633,0.0075312524613204805,1.0,0.0
594,0.992913236172078,0.007884137498012998,1.0,0.0
595,0.9912682897009328,0.009527408967866698,1.0,0.0
596,0.9913967307917488,0.006933508884870469,1.0,0.0
597,0.991912177983183,0.009651196419586075,1.0,0.0
598,0.9920375955805568,0.00907489973678725,1.0,0.0
599,0.9942215102696746,0.008530461742551745,1.0,0.0
600,0.992172398445919,0.00877199048785214,1.0,0.0
601,0.9929734556435551,0.008592976950827507,1.0,0.0
602,0.992684541207943,0.007550717313784767,1.0,0.0
603,0.9904318840818821,0.010597867314462198,1.0,0.0
604,0.9911671817926068,0.009217498129787042,1.0,0.0
605,0.9903274699217602,0.008715040025640964,1.0,0.0
606,0.9928801649198444,0.008241728124747163,1.0,0.0
607,0.9928993861739084,0.008534053829193611,1.0,0.0
608,0.9929779198809201,0.006632182884445911,1.0,0.0
609,0.9942893297963394,0.0073731368723205775,1.0,0.0
610,0.9912134434660856,0.009263474949688644,1.0,0.0
611,0.9911917221684251,0.0077733377730517805,1.0,0.0
612,0.9912139613665198,0.008721383252136077,1.0,0.0
613,0.9928212025023516,0.009319609758694074,1.0,0.0
614,0.9923122537452126,0.009209498745891996,1.0,0.0
615,0.9905885153291129,0.008558207274033369,1.0,0.0
616,0.9942943766790124,0.009123045361558006,1.0,0.0
617,0.9895660255595259,0.010212805690678577,1.0,0.0
618,0.9912450267065712,0.0067056015092149274,1.0,0.0
619,0.9945534675425062,0.005834789911798548,1.0,0.0
620,0.9927811384488271,0.008510176020253729,1.0,0.0
621,0.9935531502856936,0.007813204653424624,1.0,0.0
622,0.993005460268166,0.008777282705034542,1.0,0.0
623,0.990162498844198,0.009725289639609848,1.0,0.0
624,0.99141049019634,0.008483332821424609,1.0,0.0
625,0.9930059490252973,0.007815700721715908,1.0,0.0
626,0.9920891417061931,0.00698268552546832,1.0,0.0
627,0.9921618065489444,0.008689000414718907,1.0,0.0
628,0.9941832701140099,0.00635687891085774,1.0,0.0
629,0.9938702272303361,0.007863274706258274,1.0,0.0
630,0.9938324799612513,0.006322045457102807,1.0,0.0
631,0.9924946590712969,0.008676655467029155,1.0,0.0
632,0.9954081312747997,0.00638391689795997,1.0,0.0
633,0.9961373948241938,0.006565334450716931,1.0,0.0
634,0.9941093212738487,0.00700918270269743,1.0,0.0
635,0.9963425625876718,0.004730958015484252,1.0,0.0
636,0.9932642431745949,0.00698555166137022,1.0,0.0
637,0.9922321009782634,0.008909983946720827,1.0,0.0
638,0.9947092488153518,0.008075140985525834,1.0,0.0
639,0.9918185592378945,0.00854766291848097,1.0,0.0
640,0.9915201535218362,0.009356948183398262,1.0,0.0
641,0.9943333462759026,0.008000302964372355,1.0,0.0
642,0.9922009642785907,0.006835478247313189,1.0,0.0
643,0.9919237919686988,0.007146712285278441,1.0,0.0
644,0.9912818768190439,0.008840619389093994,1.0,0.0
645,0.9921658249985641,0.007581730435417194,1.0,0.0
646,0.9929936132158897,0.009598478257815764,1.0,0.0
647,0.9909284563452561,0.007542455466591772,1.0,0.0
648,0.9940963406156952,0.007747257209113981,1.0,0.0
649,0.9950542536764492,0.007000793545185989,1.0,0.0
650,0.9929279856131444,0.00720558903346667,1.0,0.0
651,0.9935482593167667,0.009521844252957068,1.0,0.0
652,0.9962461694349377,0.005614309454757219,1.0,0.0
653,0.9933216909581662,0.0079624314966479,1.0,0.0
654,0.9901146894280372,0.010915355541279162,1.0,0.0
655,0.9937343615849178,0.009538563242343088,1.0,0.0
656,0.9931558071220987,0.008038366945658081,1.0,0.0
657,0.9923453421672012,0.008304637734528409,1.0,0.0
658,0.9920593827441159,0.009362721343773852,1.0,0.0
659,0.9911732760015929,0.010089106493239268,1.0,0.0
660,0.9921170146003838,0.008103282134918233,1.0,0.0
661,0.9941065882217756,0.008060951219895501,1.0,0.0
662,0.9885114364430176,0.011599596471342278,1.0,0.0
663,0.9934320620760014,0.007809222128941918,1.0,0.0
664,0.9945472731313428,0.007505572877767256,1.0,0.0
665,0.9929838540856339,0.007194152707745721,1.0,0.0
666,0.9895724467775123,0.010538249987686012,1.0,0.0
667,0.9942041440538785,0.00578506542962038,1.0,0.0
668,0.9919784434694207,0.009142067373664324,1.0,0.0
669,0.9902833357348492,0.008522100523820677,1.0,0.0
670,0.9907015154472778,0.010509674760299069,1.0,0.0
671,0.9921342953018476,0.009905389321891599,1.0,0.0
672,0.9925626267738589,0.006907662790960545,1.0,0.0
673,0.9921430458713255,0.008534803479014978,1.0,0.0
674,0.9924478921348278,0.007153256267101295,1.0,0.0
675,0.9930380517134786,0.007203894939563701,1.0,0.0
676,0.9940204975571398,0.008689207367061014,1.0,0.0
677,0.9941495207521239,0.007394110237865535,1.0,0.0
678,0.9953045786427283,0.005956553389012085,1.0,0.0
679,0.9938930729092711,0.007809318972051317,1.0,0.0
680,0.9933893669355148,0.009227706498416874,1.0,0.0
681,0.9942217817465443,0.006797455421165195,1.0,0.0
682,0.9950653798876079,0.00753624365207367,1.0,0.0
683,0.9949299408057936,0.005936966668959951,1.0,0.0
684,0.9909815362832156,0.010603735142443128,1.0,0.0
685,0.9901885012696767,0.008476423421671755,1.0,0.0
686,0.9903994697788665,0.011521019168050858,1.0,0.0
687,0.9941737617518331,0.008007155662214367,1.0,0.0
688,0.9906051801871928,0.008571018248937575,1.0,0.0
689,0.9916804557130111,0.007420831759516765,1.0,0.0
690,0.9924026884959055,0.009149635073542129,1.0,0.0
691,0.994262747060243,0.0068704968885241946,1.0,0.0
692,0.9947538058110936,0.005683892471519957,1.0,0.0
693,0.9895528664773784,0.007917301196228532,1.0,0.0
694,0.9929005531667014,0.008286634330344654,1.0,0.0
695,0.9914469533764794,0.009335404013723422,1.0,0.0
696,0.9946858675070018,0.007497572098348038,1.0,0.0
697,0.9945474815086336,0.008881280869363805,1.0,0.0
698,0.9914036680563013,0.012744487998042222,1.0,0.0
699,0.9932705783289651,0.008181314180241697,1.0,0.0
700,0.994514804756606,0.010629088834841377,1.0,0.0
701,0.9937206684521187,0.007454046540238257,1.0,0.0
702,0.9950053703801879,0.007010521648770317,1.0,0.0
703,0.9916321331724022,0.008490997970300966,1.0,0.0
704,0.9953645127664877,0.007004557761702196,1.0,0.0
705,0.9919619394131906,0.008051239555028452,1.0,0.0
706,0.9920196960959623,0.007175719613143214,1.0,0.0
707,0.9970478406868263,0.004611424530856687,1.0,0.0
708,0.9954240043105402,0.007076206995917089,1.0,0.0
709,0.9953236900582954,0.006630478981336097,1.0,0.0
710,0.9949702611526844,0.008171122529268682,1.0,0.0
711,0.994316640413364,0.0063676257955650375,1.0,0.0
712,0.9941908294149421,0.006370973775693271,1.0,0.0
713,0.9934566179559018,0.009234452638566829,1.0,0.0
714,0.9916375934449113,0.0088868073111018,1.0,0.0
715,0.9911584994977095,0.00898068664378743,1.0,0.0
716,0.9939891968112051,0.007276574685606275,1.0,0.0
717,0.9912913091052062,0.009037828301881096,1.0,0.0
718,0.9917463645303918,0.007500117560620661,1.0,0.0
719,0.9928712448347005,0.010592466610346936,1.0,0.0
720,0.9921947550540549,0.011277295581534966,1.0,0.0
721,0.9908498175686365,0.007271387193275496,1.0,0.0
722,0.9943173644899906,0.007991586636340529,1.0,0.0
723,0.9945314671641591,0.0058354984071978,1.0,0.0
724,0.9955552303919907,0.006171480613636335,1.0,0.0
725,0.9906431289997603,0.0076700143943912525,1.0,0.0
726,0.9950141253459281,0.005000618077564749,1.0,0.0
727,0.9912433593559474,0.0073449145264748,1.0,0.0
728,0.9912644359833721,0.009161759072206831,1.0,0.0
729,0.9987835007990596,0.00322283924813962,1.0,0.0
730,0.9930871615654205,0.007540388946856826,1.0,0.0
731,0.989732398097798,0.01195681415394686,1.0,0.0
732,0.9907307295430808,0.010346080771597264,1.0,0.0
733,0.9926923237181645,0.009095870070010083,1.0,0.0
734,0.9908466259293837,0.008070831722337541,1.0,0.0
735,0.9933537195648262,0.008425152613598295,1.0,0.0
736,0.9887326281336838,0.010667495522906387,1.0,0.0
737,0.9953029215894192,0.008140885673949983,1.0,0.0
738,0.9948901157150424,0.005818834796199081,1.0,0.0
739,0.9914835361119105,0.008771417114610615,1.0,0.0
740,0.9944142807775013,0.007215614063347627,1.0,0.0
741,0.9955015032210438,0.006914377222946195,1.0,0.0
742,0.9919507824688049,0.009398226122668387,1.0,0.0
743,0.9949580826386009,0.005761314474734857,1.0,0.0
744,0.991538419408435,0.009662311552718494,1.0,0.0
745,0.9916597918744605,0.0102058793826244,1.0,0.0
746,0.9906953774210238,0.008422280278193304,1.0,0.0
747,0.9949477438573434,0.007934425346439889,1.0,0.0
748,0.9929376398381388,0.0068047846341702635,1.0,0.0
749,0.994538397960749,0.006612877639623915,1.0,0.0
750,0.990709913512473,0.008161263094527067,1.0,0.0
751,0.9922442649145604,0.00838734433139733,1.0,0.0
752,0.9928931799495158,0.00697727197406099,1.0,0.0
753,0.9928747092713316,0.00814826645968429,1.0,0.0
754,0.9927918741109117,0.008562237158190374,1.0,0.0
755,0.994796124006041,0.006610655527415002,1.0,0.0
756,0.9901025566157137,0.00925290227400544,1.0,0.0
757,0.9948258449485424,0.007318173890202008,1.0,0.0
758,0.9918346729861787,0.008711129184060749,1.0,0.0
759,0.9920396054099991,0.009186653842396204,1.0,0.0
760,0.9918390382580894,0.010867134956972262,1.0,0.0
761,0.9903715560758116,0.008404231983919198,1.0,0.0
762,0.9928235140664713,0.009559640219539043,1.0,0.0
763,0.9937088054285929,0.00807714254178644,1.0,0.0
764,0.9929476457334868,0.008737599404481131,1.0,0.0
765,0.993401830474545,0.006968009219571103,1.0,0.0
766,0.9943192358546025,0.007389422283605331,1.0,0.0
767,0.9910227074781343,0.007872159824530362,1.0,0.0
768,0.9947278512998051,0.008384747868693051,1.0,0.0
769,0.9944592972032914,0.007419360671264827,1.0,0.0
770,0.9954749877862926,0.005746778882618318,1.0,0.0
771,0.9908780870099835,0.008739321636512724,1.0,0.0
772,0.9907131314194785,0.009240279683275765,1.0,0.0
773,0.9906241244451396,0.00837771349653637,1.0,0.0
774,0.9939042808586437,0.008243509623356219,1.0,0.0
775,0.9931652662813573,0.008076969775543464,1.0,0.0
776,0.9910106827411452,0.009015183970725978,1.0,0.0
777,0.9899937277465146,0.009736823578952978,1.0,0.0
778,0.9947863694908037,0.005534130317183301,1.0,0.0
779,0.9920072065781893,0.010222256032506637,1.0,0.0
780,0.9938059767770152,0.007526979826419353,1.0,0.0
781,0.9947407012188764,0.008287315444539822,1.0,0.0
782,0.997486116680992,0.0051498006791090446,1.0,0.0
783,0.9926248018910759,0.008948112368653406,1.0,0.0
784,0.9930042303608454,0.0077090704123019774,1.0,0.0
785,0.9941527449080724,0.00644592304923096,1.0,0.0
786,0.995567640138941,0.0061432307091046886,1.0,0.0
787,0.9933909432366345,0.007381125829327617,1.0,0.0
788,0.9925507405879874,0.006533156587521152,1.0,0.0
789,0.9952408828051992,0.00738048142680366,1.0,0.0
790,0.9871630039303346,0.010924372194854572,1.0,0.0
791,0.9924481170697952,0.010293354644941988,1.0,0.0
792,0.9915506513265716,0.007509289248822322,1.0,0.0
793,0.9917904905383385,0.007272051846242508,1.0,0.0
794,0.9940406601949592,0.008094129481350127,1.0,0.0
795,0.9951053788741002,0.008330638183107798,1.0,0.0
796,0.9916402320488137,0.006139760040645865,1.0,0.0
797,0.9944423833658093,0.007940040985230557,1.0,0.0
798,0.9928388935296125,0.009288278779604787,1.0,0.0
799,0.9902711778939861,0.01143256760449785,1.0,0.0
800,0.9900062118900691,0.009122730084909023,1.0,0.0
801,0.9945631904196354,0.007622725664643953,1.0,0.0
802,0.9947530869321451,0.006846686342963986,1.0,0.0
803,0.9920075647066233,0.010410353151218627,1.0,0.0
804,0.9928500823903321,0.009146126246920796,1.0,0.0
805,0.9942653728622456,0.0068466762004348,1.0,0.0
806,0.9917407190987481,0.009970817086475906,1.0,0.0
807,0.9898450999103426,0.011578219888089283,1.0,0.0
808,0.9924556513333247,0.008517184146229078,1.0,0.0
809,0.9887432550376709,0.012459986476854748,1.0,0.0
810,0.9925797273390179,0.008519062157219884,1.0,0.0
811,0.9935984673580102,0.008421060646922046,1.0,0.0
812,0.9918952019782865,0.008052212535279824,1.0,0.0
813,0.990074156867784,0.012119652210068723,1.0,0.0
814,0.9948369228949295,0.006606002156901121,1.0,0.0
815,0.9895097203628134,0.010153892804215487,1.0,0.0
816,0.994988928037433,0.006869437799657126,1.0,0.0
817,0.9914604073394279,0.009493027218758148,1.0,0.0
818,0.9908035264996048,0.010485934089075324,1.0,0.0
819,0.9930491474628841,0.007488771013339122,1.0,0.0
820,0.991852828503497,0.008770224395622556,1.0,0.0
821,0.9915627207184041,0.008984685220418407,1.0,0.0
822,0.9922015675178996,0.007935269188339415,1.0,0.0
823,0.9941010922211196,0.008276447739486213,1.0,0.0
824,0.9935483697063449,0.009272313898713316,1.0,0.0
825,0.994933223568792,0.0077450234489551606,1.0,0.0
826,0.9941605319033844,0.007082499260841348,1.0,0.0
827,0.9934687773405876,0.008587459034401421,1.0,0.0
828,0.9928543251221146,0.007925593900040122,1.0,0.0
829,0.9932338686659147,0.008107561361738696,1.0,0.0
830,0.9922422534576686,0.007740551052310761,1.0,0.0
831,0.9917272546788812,0.009483177710938536,1.0,0.0
832,0.9921976218159178,0.009118727160645042,1.0,0.0
833,0.9920147100674127,0.010098720673258984,1.0,0.0
834,0.9933222474650951,0.009069292363578695,1.0,0.0
835,0.9937227624647531,0.007533506379659668,1.0,0.0
836,0.9912656326911176,0.008646427835740253,1.0,0.0
837,0.9928766984520306,0.009325288742342121,1.0,0.0
838,0.9957786453366713,0.008043947445110283,1.0,0.0
839,0.9926578692406149,0.009759165404735383,1.0,0.0
840,0.9909419849515256,0.008170518273038604,1.0,0.0
841,0.9915661588655817,0.010493472919454036,1.0,0.0
842,0.9922383649664179,0.00773567287004869,1.0,0.0
843,0.9946191579830335,0.005653058084603064,1.0,0.0
844,0.993482483275972,0.006053101792301384,1.0,0.0
845,0.992508742695665,0.007274316780439667,1.0,0.0
846,0.9921544441521272,0.009196853838978607,1.0,0.0
847,0.9939695538008727,0.007550613251718356,1.0,0.0
848,0.9917357252264961,0.009168316944323721,1.0,0.0
849,0.9929412082488748,0.00819975271005674,1.0,0.0
850,0.9931219392769964,0.00944773965391886,1.0,0.0
851,0.9898332795510733,0.010344021129084698,1.0,0.0
852,0.9939880300936522,0.006600469132988462,1.0,0.0
853,0.9917366568814802,0.009120821002403969,1.0,0.0
854,0.9916284093385214,0.01032717883306175,1.0,0.0
855,0.9946225230949676,0.006353996491236655,1.0,0.0
856,0.9938805557840129,0.0060440322136171955,1.0,0.0
857,0.996319699240007,0.006153908968433733,1.0,0.0
858,0.9896499850866194,0.00820859017816215,1.0,0.0
859,0.9927100712984367,0.010617718791900077,1.0,0.0
860,0.9954015555168719,0.008383915826448514,1.0,0.0
861,0.9907984734796939,0.009721148446521354,1.0,0.0
862,0.9935153048259519,0.007321126223240273,1.0,0.0
863,0.9933709225035557,0.007645173239474316,1.0,0.0
864,0.9933446422170528,0.007424928724905757,1.0,0.0
865,0.9908650376743814,0.009922135517164182,1.0,0.0
866,0.9922284265352959,0.006319969168461552,1.0,0.0
867,0.9937795119656313,0.008060854572797769,1.0,0.0
868,0.9913111705183603,0.010035194164617157,1.0,0.0
869,0.9892169247207175,0.007699783880799666,1.0,0.0
870,0.9901585504012735,0.008998308562927704,1.0,0.0
871,0.9937016180051477,0.00701778702620026,1.0,0.0
872,0.9936880099137673,0.007091055346441966,1.0,0.0
873,0.9955781464675284,0.006910292074724282,1.0,0.0
874,0.9933439850813587,0.008927815640265057,1.0,0.0
875,0.9914100279787382,0.008640127283058248,1.0,0.0
876,0.9941715743255579,0.00797928151634005,1.0,0.0
877,0.990895575035819,0.009995920192380839,1.0,0.0
878,0.9932673838923601,0.010182518088118661,1.0,0.0
879,0.9954247669578097,0.0063100895773911805,1.0,0.0
880,0.9929888995381795,0.008709620089354097,1.0,0.0
881,0.9926069254197271,0.009384458372989084,1.0,0.0
882,0.9908249652773472,0.009132036807820683,1.0,0.0
883,0.9913860554129547,0.010049641863584976,1.0,0.0
884,0.9910794583544814,0.010805573349063726,1.0,0.0
885,0.9943758252166207,0.00868551140857655,1.0,0.0
886,0.9898165876784457,0.007656403641996339,1.0,0.0
887,0.9906816023896666,0.009810408709719243,1.0,0.0
888,0.9906895728707479,0.009580925530675069,1.0,0.0
889,0.9979001646369765,0.005064720401786539,1.0,0.0
890,0.9931977373919567,0.00705160082961561,1.0,0.0
891,0.9912685519325536,0.012163930813060176,1.0,0.0
892,0.9926897483542999,0.006599148332470677,1.0,0.0
893,0.9901826419767042,0.011677645068612217,1.0,0.0
894,0.9924178067680609,0.006695107325561346,1.0,0.0
895,0.9895754520079966,0.008537758915842656,1.0,0.0
896,0.9925224177079183,0.007433616089495448,1.0,0.0
897,0.9955503085861079,0.006868062210326174,1.0,0.0
898,0.9914236293244144,0.00764762324845964,1.0,0.0
899,0.9920506331323032,0.009013912606177659,1.0,0.0
900,0.9933603317229734,0.008791954005820599,1.0,0.0
901,0.9896801105539477,0.009419380921725472,1.0,0.0
902,0.9905278503422962,0.009634172856273571,1.0,0.0
903,0.9924838719770953,0.008404041530017439,1.0,0.0
904,0.9932401121754219,0.007862964563089093,1.0,0.0
905,0.9934359794969851,0.007828422673979445,1.0,0.0
906,0.9929949102371457,0.007474554255504373,1.0,0.0
907,0.9904606922159688,0.008837733651707954,1.0,0.0
908,0.9905587064081224,0.008911529568986058,1.0,0.0
909,0.9942588353051979,0.006844165766583101,1.0,0.0
910,0.9913206819701011,0.009209005699448004,1.0,0.0
911,0.9943404356629548,0.00873103414210202,1.0,0.0
912,0.9933621622599341,0.007514374090320182,1.0,0.0
913,0.9956074065266923,0.0061594648133339825,1.0,0.0
914,0.9919523836899659,0.008366039395870729,1.0,0.0
915,0.9911072637062798,0.009807044948729107,1.0,0.0
916,0.9931414441884691,0.008261937703001215,1.0,0.0
917,0.9910102049667824,0.00871907800352303,1.0,0.0
918,0.9934322446012361,0.006743899597681707,1.0,0.0
919,0.990971846867359,0.0074424395070812,1.0,0.0
920,0.9917919656837243,0.011032141906929971,1.0,0.0
921,0.9930123435215062,0.008611381508985693,1.0,0.0
922,0.9921872790522498,0.008423494345230662,1.0,0.0
923,0.99389649497814,0.007717221142528977,1.0,0.0
924,0.9908242652368617,0.00980583629699505,1.0,0.0
925,0.9930910906418505,0.0071306142020074025,1.0,0.0
926,0.9958024543704284,0.005761822954262132,1.0,0.0
927,0.9942396948752653,0.006307143206930435,1.0,0.0
928,0.9959225826611172,0.006889172801984456,1.0,0.0
929,0.992126606538342,0.004938261017763685,1.0,0.0
930,0.9922076949951825,0.009370665266051714,1.0,0.0
931,0.9937529280014138,0.006303955437292579,1.0,0.0
932,0.9950011151710959,0.007078610582897082,1.0,0.0
933,0.9889753360935072,0.01021279252291683,1.0,0.0
934,0.9926203859648925,0.009226540393953682,1.0,0.0
935,0.9932169737997182,0.007121291170351474,1.0,0.0
936,0.9941362071328875,0.007080062218968678,1.0,0.0
937,0.9921914540379467,0.007497685458478102,1.0,0.0
938,0.9921223923680845,0.00957732804794727,1.0,0.0
939,0.9938220915437097,0.009090457109010292,1.0,0.0
940,0.9923702716466248,0.007407863738514059,1.0,0.0
941,0.9920832081187542,0.009450870267327325,1.0,0.0
942,0.9892865331766515,0.011467187339719815,1.0,0.0
943,0.9907329024730099,0.009669052451327835,1.0,0.0
944,0.9954512422106568,0.006368527130852724,1.0,0.0
945,0.9928420314572639,0.006783242809524968,1.0,0.0
946,0.9941154847494159,0.007146669200255235,1.0,0.0
947,0.994316343404491,0.007321738269319758,1.0,0.0
948,0.9887640386036131,0.011412980265402231,1.0,0.0
949,0.995418444253905,0.005662331756236921,1.0,0.0
950,0.9928217559482292,0.01109519870775343,1.0,0.0
951,0.9929403091189092,0.008944518410597327,1.0,0.0
952,0.9923919960616244,0.008040610443975825,1.0,0.0
953,0.9891627048931056,0.009395441259264281,1.0,0.0
954,0.9934155089357168,0.009763076692671928,1.0,0.0
955,0.9933951426566777,0.008894650609267342,1.0,0.0
956,0.9936920175713655,0.007106572410153886,1.0,0.0
957,0.9919978062602136,0.011529118039941487,1.0,0.0
958,0.9945316423058802,0.007875853916646545,1.0,0.0
959,0.9956379372965741,0.0060248455963041675,1.0,0.0
960,0.9950665020658788,0.005743980208602059,1.0,0.0
961,0.9915727130566089,0.00969552760168981,1.0,0.0
962,0.9949488401469536,0.006588820150173164,1.0,0.0
963,0.9922833342135525,0.00738773133421009,1.0,0.0
964,0.9928896993509405,0.008386356219751624,1.0,0.0
965,0.9930476311086416,0.00949868569195559,1.0,0.0
966,0.9923789688436817,0.008548035940699224,1.0,0.0
967,0.9940003960585243,0.00846511945968436,1.0,0.0
968,0.9893778909275349,0.010277482496519054,1.0,0.0
969,0.9904611585455697,0.013003719996720758,1.0,0.0
970,0.9926152163153921,0.007456501390322671,1.0,0.0
971,0.9884306723128864,0.01000944918547916,1.0,0.0
972,0.9941726195800555,0.00928296379342551,1.0,0.0
973,0.9940975272792926,0.00897881018690736,1.0,0.0
974,0.9929551805518866,0.007252608717358937,1.0,0.0
975,0.9940877486252732,0.008254237710570033,1.0,0.0
976,0.9910427800501022,0.007096809147489566,1.0,0.0
977,0.9916978620850795,0.006740872522646207,1.0,0.0
978,0.9910806176929619,0.009081299100271252,1.0,0.0
979,0.9904150632548432,0.010083125343222143,1.0,0.0
980,0.9923471910174312,0.011376581941726903,1.0,0.0
981,0.990735744153988,0.009570747133287526,1.0,0.0
982,0.995702329112255,0.006002865872685413,1.0,0.0
983,0.9948897685994612,0.007331358977856392,1.0,0.0
984,0.9943013258512937,0.007231856864941198,1.0,0.0
985,0.9937532184316948,0.008535965061691093,1.0,0.0
986,0.9937489636593043,0.00632210065666859,1.0,0.0
987,0.9958133496241933,0.007005683188755581,1.0,0.0
988,0.9952962051394186,0.006723537608302215,1.0,0.0
989,0.9930189494472739,0.010468793604362698,1.0,0.0
990,0.9921471830002643,0.008811945806623573,1.0,0.0
991,0.9946101097786563,0.005661325947963769,1.0,0.0
992,0.9911112136552392,0.007947616168990588,1.0,0.0
993,0.9892794743934975,0.009821926250264646,1.0,0.0
994,0.9952970779881465,0.007401416955410663,1.0,0.0
995,0.9917338411799514,0.008709462769226045,1.0,0.0
996,0.9931211070282036,0.009212604425764203,1.0,0.0
997,0.9914214439206176,0.010357377319106109,1.0,0.0
