crosstalk_densa,crosstalk_esparcida
0.8012487512487514,0.008870967741935482
0.7986573843858776,0.008620689655172414
0.8003169371196754,0.007142857142857143
0.7982656095143706,0.006521739130434782
0.7982488822652758,0.010576923076923076
0.7972306143001007,0.00982142857142857
0.8025870646766169,0.007692307692307693
0.8014625681705503,0.0011363636363636363
0.8015581804473486,0.006666666666666666
0.8014508928571429,0.009375
0.8010632974731049,0.010465116279069767
0.8016976861167002,0.00967741935483871
0.7995067037692892,0.011206896551724138
0.8037721518987342,0.013541666666666665
0.8023052268244577,0.010714285714285714
0.8022361809045225,0.012222222222222223
0.7972770422183363,0.007142857142857143
0.7996724615772235,0.017241379310344827
0.8017776096822997,0.005932203389830508
0.7984363272454341,0.005932203389830508
0.7988491368526395,0.009210526315789473
0.8042123629112663,0.013157894736842105
0.8002756201453272,0.01382978723404255
0.799459527400704,0.008771929824561403
0.7995747873936969,0.006363636363636363
0.8009690410269318,0.01125
0.7972911963882618,0.015217391304347827
0.8024123352399901,0.00975609756097561
0.8017554938115685,0.008888888888888889
0.7994068652195861,0.0047619047619047615
0.8028205765407556,0.007608695652173913
0.7996602918973327,0.009523809523809523
0.8002629601803157,0.013750000000000002
0.8018853695324285,0.01181818181818182
0.8001606127996045,0.00853658536585366
0.801351013259945,0.006730769230769232
0.8005427922241857,0.013414634146341465
0.7979910714285714,0.00851063829787234
0.8004281037522034,0.014166666666666666
0.7980353145983586,0.013513513513513514
0.7998125937031484,0.008181818181818182
0.8012553351744917,0.006666666666666666
0.7992444884815456,0.0038461538461538464
0.8003009781790821,0.004545454545454545
0.7981350806451613,0.00847457627118644
0.7970417193426043,0.00909090909090909
0.799147228492601,0.01097560975609756
0.8015235457063712,0.00909090909090909
0.8013595166163141,0.004629629629629629
0.7994937990382182,0.006428571428571428
0.8003386004514672,0.014473684210526316
0.8003626813406702,0.011538461538461536
0.8004770273663068,0.015789473684210527
0.8014581256231306,0.01290322580645161
0.8013052208835342,0.009999999999999998
0.7988886113886113,0.008695652173913044
0.8037013958125623,0.013333333333333332
0.8003772635814889,0.006923076923076923
0.7987983151635283,0.012222222222222223
0.7995362246176987,0.011
0.7979964938642625,0.018269230769230767
0.798939620758483,0.007627118644067797
0.7995273631840796,0.0056603773584905665
0.8021308598646277,0.007407407407407407
0.8013577478824117,0.008163265306122448
0.7995400298359026,0.0056603773584905665
0.8003219415552255,0.013793103448275862
0.7981101376720902,0.013207547169811321
0.7995392278953922,0.011538461538461537
0.7991674950298211,0.005208333333333333
0.8006085444610035,0.014130434782608694
0.8007449714427614,0.015116279069767442
0.7992769882822239,0.014705882352941176
0.8003856680766359,0.004347826086956522
0.7990095285857574,0.010638297872340425
0.7979296582688951,0.006818181818181818
0.8011241568823382,0.010576923076923078
0.7997245179063361,0.009782608695652175
0.7974124999999999,0.01702127659574468
0.7996392137347599,0.009322033898305087
0.8017078035402644,0.011363636363636364
0.8024143107330497,0.011403508771929824
0.8024082855003745,0.008888888888888889
0.7999007197815835,0.011538461538461537
0.8038867924528302,0.0075000000000000015
0.7991278345377523,0.006097560975609756
0.799380574826561,0.008771929824561403
0.7990738423028786,0.007692307692307691
0.7999873417721519,0.009322033898305085
0.8005256570713393,0.012037037037037037
0.7981458437033351,0.00784313725490196
0.8000997506234414,0.016666666666666666
0.7989892687796356,0.008163265306122448
0.8003924050632911,0.009000000000000001
0.8013161162155452,0.017241379310344827
0.8005275056518462,0.011538461538461536
0.8001628256513028,0.011702127659574468
0.798229193017961,0.013265306122448977
0.7964563960794169,0.01097560975609756
0.8008570708343836,0.011320754716981131
0.801095890410959,0.011956521739130435
0.8001878287002253,0.014102564102564103
0.7996053280710409,0.005555555555555555
0.7993368368368369,0.006603773584905661
0.8008612081877183,0.006603773584905661
0.8014228154117349,0.011016949152542374
0.8014118544899518,0.0061403508771929825
0.7983455418034857,0.01
0.8005243445692886,0.007547169811320755
0.8016641828117237,0.0125
0.8001109193985704,0.01153846153846154
0.8016420155427426,0.010465116279069767
0.7978244837758112,0.01388888888888889
0.7988398203592815,0.014150943396226415
0.8008060515873016,0.0034883720930232558
0.7980865432716359,0.013750000000000002
0.8010309278350514,0.01076923076923077
0.8003632264529058,0.010416666666666666
0.7982972905791698,0.005681818181818182
0.802138771449888,0.008823529411764706
0.8014582804970833,0.011818181818181816
0.7991866866866867,0.0057692307692307696
0.8025161130391669,0.0068627450980392165
0.7988891694016662,0.007894736842105263
0.8016030534351145,0.007407407407407407
0.798879202988792,0.01
0.8002752752752752,0.005714285714285714
0.802064048036027,0.009
0.8004240458967324,0.017142857142857144
0.8015292053146151,0.011
0.8006222000995521,0.003333333333333333
0.8016145057128664,0.012745098039215686
0.8003359880537582,0.01
0.800649512865351,0.01076923076923077
0.8001366799204772,0.006999999999999999
0.799676455948233,0.01346153846153846
0.7999375936095856,0.008333333333333333
0.8004970178926442,0.012500000000000002
0.80039980009995,0.01509433962264151
0.8003877908431323,0.011458333333333333
0.796900878293601,0.012244897959183671
0.8001749125437281,0.008333333333333333
0.7982819162277401,0.0077777777777777776
0.7982508745627186,0.00859375
0.7996137552952902,0.007017543859649122
0.7987465181058495,0.011224489795918367
